Transaction_ID,Product_ID,Product_Name,Category,Units_Sold,Standard_Retail_Price,Promo_Discount_Rate,Selling_Price_Per_Unit,Gross_Revenue,Net_Revenue,Total_COGS,Shipping_Mode,Shipping_Cost,Return_Status,Marketing_Spend_Allocated,Discount_value,Return_Deficit,True_Net_profit
T14912,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.30,42.00,1320.00,924.00,330.00,Standard,16.50,Yes,316.14,396,939,-677.64
T14913,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,31,60.00,0.30,42.00,1860.00,1302.00,465.00,Standard,23.25,No,482.36,558,0,331.39
T14914,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,26,60.00,0.15,51.00,1560.00,1326.00,390.00,Standard,19.50,No,478.92,234,0,437.58
T14915,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.50,30.00,1320.00,660.00,330.00,Standard,16.50,No,407.00,660,0,-93.50
T14916,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,32,60.00,0.40,36.00,1920.00,1152.00,480.00,Standard,24.00,Yes,437.76,768,1167,-956.76
T14917,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,17,60.00,0.40,36.00,1020.00,612.00,255.00,Standard,12.75,No,184.62,408,0,159.63
T14918,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.00,300.00,600.00,600.00,300.00,Standard,8.00,No,58.60,0,0,233.40
T14919,P005,EcoBreeze Air Purifier,Smart Home Appliances,4,200.00,0.05,190.00,800.00,760.00,360.00,Standard,24.00,No,109.00,40,0,267.00
T14920,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,25.51,0,0,78.49
T14921,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Express Air,42.00,No,14.44,0,0,53.56
T14922,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.15,51.00,1200.00,1020.00,300.00,Standard,15.00,No,284.80,180,0,420.20
T14923,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,132.12,100,0,567.38
T14924,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.15,680.00,800.00,680.00,400.00,Express Air,297.50,No,21.56,120,0,-39.06
T14925,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.30,42.00,1260.00,882.00,315.00,Express Air,110.25,Yes,286.86,378,897,-727.11
T14926,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,160.58,100,0,538.92
T14927,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,12,60.00,0.30,42.00,720.00,504.00,180.00,Standard,9.00,No,131.64,216,0,183.36
T14928,P005,EcoBreeze Air Purifier,Smart Home Appliances,5,200.00,0.10,180.00,1000.00,900.00,450.00,Standard,30.00,No,90.00,100,0,330.00
T14929,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,15,60.00,0.15,51.00,900.00,765.00,225.00,Standard,11.25,No,93.45,135,0,435.30
T14930,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,48.53,350,0,1.22
T14931,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,74.89,50,0,274.86
T14932,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,56.74,30,0,205.26
T14933,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.40,36.00,1320.00,792.00,330.00,Standard,16.50,No,433.84,528,0,11.66
T14934,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.40,36.00,1200.00,720.00,300.00,Standard,15.00,No,360.40,480,0,44.60
T14935,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.10,180.00,200.00,180.00,90.00,Standard,6.00,No,11.04,20,0,72.96
T14936,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.30,42.00,960.00,672.00,240.00,Standard,12.00,Yes,131.36,288,687,-398.36
T14937,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,19.55,0,0,84.45
T14938,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.10,180.00,400.00,360.00,180.00,Standard,12.00,No,25.42,40,0,142.58
T14939,P003,HydroClean Dishwasher,Smart Home Appliances,2,800.00,0.00,800.00,1600.00,1600.00,800.00,Standard,85.00,No,58.42,0,0,656.58
T14940,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,31.02,40,0,286.48
T14941,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.05,285.00,900.00,855.00,450.00,Standard,12.00,No,35.64,45,0,357.36
T14942,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.05,190.00,400.00,380.00,180.00,Express Air,84.00,No,47.46,20,0,68.54
T14943,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,Yes,27.45,0,215,-138.45
T14944,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Express Air,3.50,No,169.54,100,0,526.96
T14945,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,22.80,15,0,108.20
T14946,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.25,750.00,3000.00,2250.00,1800.00,Standard,0.75,No,222.45,750,0,226.80
T14947,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.15,51.00,1500.00,1275.00,375.00,Standard,18.75,No,582.50,225,0,298.75
T14948,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,75.41,50,0,274.34
T14949,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Express Air,84.00,No,28.76,0,0,107.24
T14950,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,52.14,30,0,209.86
T14951,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Standard,8.00,No,25.24,30,0,236.76
T14952,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,78.51,100,0,221.24
T14953,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,19,60.00,0.00,60.00,1140.00,1140.00,285.00,Standard,14.25,Yes,279.87,0,1155,-594.12
T14954,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,10,60.00,0.15,51.00,600.00,510.00,150.00,Standard,7.50,No,150.30,90,0,202.20
T14955,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.50,30.00,1500.00,750.00,375.00,Standard,18.75,No,315.75,750,0,40.50
T14956,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.05,190.00,400.00,380.00,180.00,Standard,12.00,No,26.36,20,0,161.64
T14957,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,13.28,0,0,132.72
T14958,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.10,900.00,3000.00,2700.00,1800.00,Express Air,5.25,No,238.47,300,0,656.28
T14959,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,21.14,0,0,124.86
T14960,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,Yes,23.16,0,215,-134.16
T14961,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,28,60.00,0.30,42.00,1680.00,1176.00,420.00,Standard,21.00,No,190.12,504,0,544.88
T14962,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.05,190.00,400.00,380.00,180.00,Standard,12.00,No,30.30,20,0,157.70
T14963,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,95.19,0,0,304.56
T14964,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,29.09,0,0,74.91
T14965,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Standard,12.00,Yes,44.48,0,415,-251.48
T14966,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.25,750.00,2000.00,1500.00,1200.00,Express Air,3.50,Yes,142.64,500,1515,-1361.14
T14967,P005,EcoBreeze Air Purifier,Smart Home Appliances,4,200.00,0.00,200.00,800.00,800.00,360.00,Standard,24.00,No,102.00,0,0,314.00
T14968,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.00,800.00,3200.00,3200.00,1600.00,Express Air,1190.00,No,186.48,0,0,223.52
T14969,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,Yes,55.97,0,1015,-671.22
T14970,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.00,60.00,1320.00,1320.00,330.00,Standard,16.50,Yes,274.56,0,1335,-636.06
T14971,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,16,60.00,0.15,51.00,960.00,816.00,240.00,Standard,12.00,No,285.76,144,0,278.24
T14972,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,Yes,59.74,0,815,-772.24
T14973,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,68.32,50,0,281.43
T14974,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,87.12,100,0,212.63
T14975,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Express Air,42.00,No,12.34,0,0,55.66
T14976,P003,HydroClean Dishwasher,Smart Home Appliances,4,800.00,0.05,760.00,3200.00,3040.00,1600.00,Express Air,1190.00,No,97.08,160,0,152.92
T14977,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,84.33,0,0,315.42
T14978,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.50,30.00,1440.00,720.00,360.00,Standard,18.00,No,534.00,720,0,-192.00
T14979,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,69.94,350,0,-20.19
T14980,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,17,60.00,0.00,60.00,1020.00,1020.00,255.00,Standard,12.75,No,145.01,0,0,607.24
T14981,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Express Air,297.50,No,31.61,40,0,30.89
T14982,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,86.05,50,0,263.70
T14983,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Express Air,1.75,No,76.93,100,0,221.32
T14984,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.30,42.00,1500.00,1050.00,375.00,Standard,18.75,Yes,207.75,450,1065,-616.50
T14985,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.10,180.00,200.00,180.00,90.00,Standard,6.00,No,29.21,20,0,54.79
T14986,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Express Air,1.75,No,91.36,350,0,-43.11
T14987,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.30,42.00,1440.00,1008.00,360.00,Standard,18.00,No,465.12,432,0,164.88
T14988,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,15,60.00,0.40,36.00,900.00,540.00,225.00,Standard,11.25,No,163.80,360,0,139.95
T14989,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.15,255.00,300.00,255.00,150.00,Standard,4.00,No,20.11,45,0,80.89
T14990,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,36.36,80,0,241.14
T14991,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,95.76,250,0,53.99
T14992,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.15,51.00,1200.00,1020.00,300.00,Express Air,105.00,No,153.80,180,0,461.20
T14993,P005,EcoBreeze Air Purifier,Smart Home Appliances,2,200.00,0.00,200.00,400.00,400.00,180.00,Standard,12.00,No,57.28,0,0,150.72
T14994,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,23.10,0,0,79.40
T14995,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,11.28,0,0,92.72
T14996,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,79.77,0,0,319.98
T14997,P003,HydroClean Dishwasher,Smart Home Appliances,3,800.00,0.05,760.00,2400.00,2280.00,1200.00,Express Air,892.50,No,154.89,120,0,32.61
T14998,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,49.05,80,0,228.45
T14999,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,14,60.00,0.50,30.00,840.00,420.00,210.00,Standard,10.50,No,78.82,420,0,120.68
T15000,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,50.43,100,0,249.32
T15001,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,18.10,0,0,127.90
T15002,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.10,180.00,200.00,180.00,90.00,Standard,6.00,No,17.93,20,0,66.07
T15003,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,20.28,0,0,82.22
T15004,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.00,60.00,1320.00,1320.00,330.00,Standard,16.50,No,312.84,0,0,660.66
T15005,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,13.88,0,0,90.12
T15006,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.10,270.00,900.00,810.00,450.00,Standard,12.00,No,57.57,90,0,290.43
T15007,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,17,60.00,0.15,51.00,1020.00,867.00,255.00,Standard,12.75,No,288.66,153,0,310.59
T15008,P002,Aura Soundbar 360,Premium Electronics,2,300.00,0.05,285.00,600.00,570.00,300.00,Express Air,56.00,No,47.50,30,0,166.50
T15009,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,15,60.00,0.30,42.00,900.00,630.00,225.00,Standard,11.25,No,122.25,270,0,271.50
T15010,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.10,270.00,300.00,270.00,150.00,Express Air,28.00,No,14.94,30,0,77.06
T15011,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Express Air,42.00,No,10.06,10,0,47.94
T15012,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.00,1000.00,4000.00,4000.00,2400.00,Standard,1.00,No,361.16,0,0,1237.84
T15013,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,52.30,40,0,265.20
T15014,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,86.87,50,0,262.88
T15015,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.30,42.00,1500.00,1050.00,375.00,Standard,18.75,No,272.75,450,0,383.50
T15016,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Express Air,297.50,No,56.17,40,0,6.33
T15017,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,16.67,0,0,129.33
T15018,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,17.66,0,0,128.34
T15019,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,21,60.00,0.15,51.00,1260.00,1071.00,315.00,Standard,15.75,No,183.75,189,0,556.50
T15020,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Standard,0.25,No,76.50,250,0,73.25
T15021,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,30,60.00,0.30,42.00,1800.00,1260.00,450.00,Standard,22.50,No,403.50,540,0,384.00
T15022,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,9,60.00,0.30,42.00,540.00,378.00,135.00,Standard,6.75,Yes,117.45,162,393,-274.20
T15023,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.15,255.00,300.00,255.00,150.00,Standard,4.00,No,12.51,45,0,88.49
T15024,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,22,60.00,0.40,36.00,1320.00,792.00,330.00,Express Air,115.50,Yes,347.82,528,807,-808.32
T15025,P001,Quantum X Smartphone,Premium Electronics,3,1000.00,0.05,950.00,3000.00,2850.00,1800.00,Standard,0.75,No,258.27,150,0,790.98
T15026,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Standard,0.25,No,54.89,0,0,344.86
T15027,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,30,60.00,0.15,51.00,1800.00,1530.00,450.00,Standard,22.50,No,511.50,270,0,546.00
T15028,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Express Air,42.00,No,20.04,0,0,47.96
T15029,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Standard,0.25,No,89.41,100,0,210.34
T15030,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,17.67,15,0,113.33
T15031,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,58.70,0,0,43.80
T15032,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.50,30.00,1200.00,600.00,300.00,Standard,15.00,Yes,124.20,600,615,-454.20
T15033,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,33,60.00,0.15,51.00,1980.00,1683.00,495.00,Standard,24.75,Yes,557.04,297,1698,-1091.79
T15034,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,50.89,40,0,266.61
T15035,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.25,750.00,2000.00,1500.00,1200.00,Standard,0.50,No,113.90,500,0,185.60
T15036,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,12,60.00,0.40,36.00,720.00,432.00,180.00,Standard,9.00,Yes,195.72,288,447,-399.72
T15037,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Standard,0.50,No,183.46,100,0,516.04
T15038,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,17,60.00,0.30,42.00,1020.00,714.00,255.00,Standard,12.75,Yes,277.95,306,729,-560.70
T15039,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.05,950.00,4000.00,3800.00,2400.00,Standard,1.00,No,160.72,200,0,1238.28
T15040,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,29,60.00,0.50,30.00,1740.00,870.00,435.00,Express Air,152.25,No,207.06,870,0,75.69
T15041,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,15,60.00,0.30,42.00,900.00,630.00,225.00,Standard,11.25,No,372.45,270,0,21.30
T15042,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,29.49,0,0,116.51
T15043,P005,EcoBreeze Air Purifier,Smart Home Appliances,3,200.00,0.15,170.00,600.00,510.00,270.00,Standard,18.00,No,75.66,90,0,146.34
T15044,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,53.46,50,0,296.29
T15045,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,41,60.00,0.50,30.00,2460.00,1230.00,615.00,Standard,30.75,No,589.17,1230,0,-4.92
T15046,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.50,30.00,1200.00,600.00,300.00,Standard,15.00,No,400.60,600,0,-115.60
T15047,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Express Air,297.50,No,21.63,40,0,40.87
T15048,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.00,800.00,800.00,800.00,400.00,Express Air,297.50,No,49.97,0,0,52.53
T15049,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Standard,42.50,No,20.51,40,0,296.99
T15050,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.35,650.00,2000.00,1300.00,1200.00,Standard,0.50,No,103.60,700,0,-4.10
T15051,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,20,60.00,0.15,51.00,1200.00,1020.00,300.00,Standard,15.00,No,141.00,180,0,564.00
T15052,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,95.72,50,0,254.03
T15053,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.25,750.00,2000.00,1500.00,1200.00,Standard,0.50,No,85.20,500,0,214.30
T15054,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,17,60.00,0.40,36.00,1020.00,612.00,255.00,Standard,12.75,Yes,125.29,408,627,-408.04
T15055,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,23,60.00,0.40,36.00,1380.00,828.00,345.00,Standard,17.25,Yes,199.64,552,843,-576.89
T15056,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.35,650.00,2000.00,1300.00,1200.00,Express Air,3.50,No,80.72,700,0,15.78
T15057,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.35,650.00,1000.00,650.00,600.00,Standard,0.25,No,48.77,350,0,0.98
T15058,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Express Air,1.75,Yes,96.49,250,765,-713.24
T15059,P005,EcoBreeze Air Purifier,Smart Home Appliances,4,200.00,0.00,200.00,800.00,800.00,360.00,Express Air,168.00,No,109.56,0,0,162.44
T15060,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.00,1000.00,1000.00,1000.00,600.00,Express Air,1.75,No,88.64,0,0,309.61
T15061,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.10,720.00,800.00,720.00,400.00,Standard,42.50,No,39.40,80,0,238.10
T15062,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,27,60.00,0.50,30.00,1620.00,810.00,405.00,Standard,20.25,No,264.87,810,0,119.88
T15063,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.05,950.00,2000.00,1900.00,1200.00,Express Air,3.50,No,194.02,100,0,502.48
T15064,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.25,750.00,1000.00,750.00,600.00,Express Air,1.75,No,91.20,250,0,57.05
T15065,P003,HydroClean Dishwasher,Smart Home Appliances,1,800.00,0.05,760.00,800.00,760.00,400.00,Express Air,297.50,No,51.00,40,0,11.50
T15066,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.15,170.00,200.00,170.00,90.00,Standard,6.00,No,12.08,30,0,61.92
T15067,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,18.37,0,0,127.63
T15068,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.00,200.00,200.00,200.00,90.00,Standard,6.00,No,21.30,0,0,82.70
T15069,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.05,950.00,4000.00,3800.00,2400.00,Standard,1.00,No,238.12,200,0,1160.88
T15070,P002,Aura Soundbar 360,Premium Electronics,4,300.00,0.10,270.00,1200.00,1080.00,600.00,Standard,16.00,No,48.20,120,0,415.80
T15071,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.05,950.00,1000.00,950.00,600.00,Standard,0.25,No,84.77,50,0,264.98
T15072,P005,EcoBreeze Air Purifier,Smart Home Appliances,1,200.00,0.05,190.00,200.00,190.00,90.00,Standard,6.00,No,24.59,10,0,69.41
T15073,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,25,60.00,0.40,36.00,1500.00,900.00,375.00,Standard,18.75,Yes,604.75,600,915,-1013.50
T15074,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.05,285.00,300.00,285.00,150.00,Standard,4.00,No,13.11,15,0,117.89
T15075,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,12,60.00,0.30,42.00,720.00,504.00,180.00,Standard,9.00,Yes,230.16,216,519,-434.16
T15076,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,10.25,0,0,135.75
T15077,P002,Aura Soundbar 360,Premium Electronics,4,300.00,0.05,285.00,1200.00,1140.00,600.00,Express Air,112.00,No,45.88,60,0,382.12
T15078,P001,Quantum X Smartphone,Premium Electronics,4,1000.00,0.05,950.00,4000.00,3800.00,2400.00,Standard,1.00,No,335.32,200,0,1063.68
T15079,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.15,255.00,300.00,255.00,150.00,Standard,4.00,No,20.05,45,0,80.95
T15080,P004,ComfortFit Denim Jacket,Fast-Fashion Apparel,24,60.00,0.30,42.00,1440.00,1008.00,360.00,Standard,18.00,No,390.96,432,0,239.04
T15081,P001,Quantum X Smartphone,Premium Electronics,2,1000.00,0.10,900.00,2000.00,1800.00,1200.00,Standard,0.50,No,193.60,200,0,405.90
T15082,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.15,255.00,300.00,255.00,150.00,Standard,4.00,No,28.72,45,0,72.28
T15083,P001,Quantum X Smartphone,Premium Electronics,1,1000.00,0.10,900.00,1000.00,900.00,600.00,Express Air,1.75,No,90.42,100,0,207.83
T15084,P002,Aura Soundbar 360,Premium Electronics,3,300.00,0.00,300.00,900.00,900.00,450.00,Standard,12.00,No,81.33,0,0,356.67
T15085,P002,Aura Soundbar 360,Premium Electronics,1,300.00,0.00,300.00,300.00,300.00,150.00,Standard,4.00,No,10.66,0,0,135.34
